# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
186.224.120.181;43;Insidesign Tecnologia Ltda EPP
186.225.10.194;49;Unifique Telecomunicacoes SA
186.225.16.153;30;76 TELECOMUNICACAO LTDA
186.225.77.9;34;Next Telecomunicacoes do Brasil LTDA
186.225.147.70;16;Sinal Br Telecom Ltda
186.225.250.157;48;Unetvale Servicos e Equipamentos LTDA
186.226.71.179;32;G8 NETWORKS LTDA
186.226.185.97;39;IVI TECNOLOGIA E COMUNICACAO LTDA
186.226.185.240;30;IVI TECNOLOGIA E COMUNICACAO LTDA
186.226.188.75;17;IVI TECNOLOGIA E COMUNICACAO LTDA
186.227.150.116;19;Interone Telecom Ltda
186.227.187.44;37;VELOSTER INTERNET BANDA LARGA
186.231.48.58;48;TIM SA
186.231.51.172;18;TIM SA
186.233.94.106;19;Eyes Nwhere Sistemas Inteligentes de Imagem Ltda
186.233.94.108;15;Eyes Nwhere Sistemas Inteligentes de Imagem Ltda
186.233.205.6;37;CARRARO, HAINOSZ & CIA LTDA - ME
186.235.82.75;54;BRAVA TELECOMUNICACOES BRASILIA LTDA.
186.235.82.87;49;BRAVA TELECOMUNICACOES BRASILIA LTDA.
186.235.86.133;55;BRAVA TELECOMUNICACOES BRASILIA LTDA.
186.235.188.136;37;GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA
186.235.188.138;50;GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA
186.235.188.180;35;GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA
186.235.190.168;21;GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA
186.235.190.179;55;GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA
186.237.144.189;28;CRISTIANO HOLDEFER & CIA LTDA - ME
186.237.144.190;39;CRISTIANO HOLDEFER & CIA LTDA - ME
186.237.182.229;16;Zapelini & Cia. Ltda.
186.248.99.194;52;AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT
186.248.213.126;42;AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT
186.249.43.39;15;Com4 Data Center Eireli
186.249.45.212;22;Com4 Data Center Eireli
186.250.52.38;39;Redfox Telecomunicacoes Ltda.
186.250.116.2;30;I T Tecnologia e Informacao Ltda
186.250.118.4;51;I T Tecnologia e Informacao Ltda
186.250.118.18;16;I T Tecnologia e Informacao Ltda
186.251.12.26;49;RODRIGO BORGHI DA SILVA & CIA LTDA
186.251.14.77;16;RODRIGO BORGHI DA SILVA & CIA LTDA
186.251.15.121;42;RODRIGO BORGHI DA SILVA & CIA LTDA
186.251.197.17;51;REDECONESUL TELECOMUNICACOES LTDA
187.0.238.75;36;NOLVER INFORMATICA LTDA
187.0.238.93;51;NOLVER INFORMATICA LTDA
187.1.38.249;20;REDE SIVNET TELECOMUNICACOES LTDA
187.1.96.1;20;EMPRESA EDITORA A TARDE S.A.
187.1.163.80;22;WorldNet Telecom Comercio e Servicos de Telecomuni
187.7.231.60;18;Brasil Telecom SA - Filial Distrito Federal
187.12.28.99;50;Telemar Norte Leste S.A.
187.16.244.254;54;ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP
187.17.145.234;37;Telgo Telecomunicacoes Goias Ltda.
187.17.145.236;42;Telgo Telecomunicacoes Goias Ltda.
187.20.20.178;37;CLARO S.A.
187.28.127.146;29;CLARO S.A.
187.28.155.214;29;CLARO S.A.
187.29.156.38;20;CLARO S.A.
187.32.146.65;28;ALGAR TELECOM SA
187.32.167.17;27;ALGAR TELECOM SA
187.33.45.126;54;Vogel Solucoes em Telecom e Informatica SA
187.33.235.42;49;TELY Ltda.
187.33.235.61;54;TELY Ltda.
187.44.227.174;34;ITS TELECOMUNICACOES LTDA
187.44.249.158;30;ITS TELECOMUNICACOES LTDA
187.45.65.190;55;TKNET Servicos de Internet LTDA
187.45.116.95;18;MHNET TELECOM
187.49.159.60;46;AVATO TECNOLOGIA
187.49.197.106;46;Center Prestadora Servicos SC Ltda
187.50.8.197;38;TELEFONICA BRASIL S.A
187.50.110.106;30;TELEFONICA BRASIL S.A
187.50.231.58;20;TELEFONICA BRASIL S.A
187.60.219.13;23;Ampernet Telecomunicacoes Ltda
187.60.231.62;17;Brasilsite Telecomunicacoes Ltda.
187.62.212.79;18;Wireless Comm Services LTDA
187.62.219.18;26;Wireless Comm Services LTDA
187.63.72.78;59;GIGALINE INTERNET SERVICOS DE INFORMATICA LTDA
187.63.215.236;46;Lizitec Telecomunicacoes Eireli
187.65.210.92;32;CLARO S.A.
187.72.41.241;44;ALGAR TELECOM SA
187.72.84.65;53;ALGAR TELECOM SA
187.72.87.13;51;ALGAR TELECOM SA
187.72.121.161;46;ALGAR TELECOM SA
187.72.146.145;45;ALGAR TELECOM SA
187.72.149.33;29;ALGAR TELECOM SA
187.75.241.81;40;TELEFONICA BRASIL S.A
187.85.166.154;18;Unifique Telecomunicacoes SA
187.86.59.58;21;Opcao Telecom
187.92.39.244;29;TELEFONICA BRASIL S.A
187.92.46.58;32;TELEFONICA BRASIL S.A
187.92.185.234;53;TELEFONICA BRASIL S.A
187.94.74.157;39;ALOLTECH TELECOM LTDA
187.94.98.211;50;Unifique Telecomunicacoes SA
187.94.103.86;42;Unifique Telecomunicacoes SA
187.94.111.26;56;Unifique Telecomunicacoes SA
187.94.111.130;57;Unifique Telecomunicacoes SA
187.94.214.149;59;Acesse Comunicacao Ltda
187.102.15.75;22;Unifique Telecomunicacoes SA
187.103.76.225;52;1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA
187.103.205.254;36;Net X Provedor de Internet Ltda - ME
187.108.44.214;27;America-NET Ltda.
187.111.9.119;20;FLEX SEG - INTERNET BANDA LARGA LTDA
187.111.29.82;47;MUNDIVOX TELECOMUNICACOES LTDA
187.122.249.110;44;CLARO S.A.
187.130.75.23;54;Uninet S.A. de C.V.
187.130.100.49;17;Uninet S.A. de C.V.
187.130.100.73;52;Uninet S.A. de C.V.
187.130.181.225;52;Uninet S.A. de C.V.
187.130.250.123;39;Uninet S.A. de C.V.
187.132.5.254;22;Uninet S.A. de C.V.
187.133.159.72;20;Uninet S.A. de C.V.
187.136.107.196;22;Uninet S.A. de C.V.
187.141.121.68;58;Uninet S.A. de C.V.
187.141.143.18;59;Uninet S.A. de C.V.
187.141.246.98;47;Uninet S.A. de C.V.
187.141.246.154;54;Uninet S.A. de C.V.
187.141.247.90;52;Uninet S.A. de C.V.
187.141.250.114;27;Uninet S.A. de C.V.
187.145.60.158;22;Uninet S.A. de C.V.
187.145.233.56;18;Uninet S.A. de C.V.
187.149.128.136;21;Uninet S.A. de C.V.
187.153.214.83;40;Uninet S.A. de C.V.
187.154.159.240;17;Uninet S.A. de C.V.
187.155.19.117;56;Uninet S.A. de C.V.
187.155.74.55;32;Uninet S.A. de C.V.
187.157.5.84;36;Uninet S.A. de C.V.
187.157.29.134;53;Uninet S.A. de C.V.
187.157.85.162;47;Uninet S.A. de C.V.
187.157.120.205;22;Uninet S.A. de C.V.
187.157.156.114;22;Uninet S.A. de C.V.
187.157.239.189;22;Uninet S.A. de C.V.
187.161.53.118;30;Television Internacional, S.A. de C.V.
187.162.161.7;19;Axtel, S.A.B. de C.V.
187.162.225.142;50;Axtel, S.A.B. de C.V.
187.168.133.40;17;Uninet S.A. de C.V.
187.168.209.137;55;Uninet S.A. de C.V.
187.169.15.234;34;Uninet S.A. de C.V.
187.170.84.106;16;Uninet S.A. de C.V.
187.170.220.40;19;Uninet S.A. de C.V.
187.174.145.62;44;Uninet S.A. de C.V.
187.174.151.247;43;Uninet S.A. de C.V.
187.174.159.82;55;Uninet S.A. de C.V.
187.174.164.99;56;Instituto Nacional de Estadistica Geografia e Info
187.179.15.158;46;
187.181.195.22;25;CLARO S.A.
187.188.10.6;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.18.150;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.20.186;17;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.27.135;48;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.32.232;24;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.85.150;59;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.85.157;55;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.96.139;22;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.111.86;18;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.116.36;50;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.116.71;46;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.116.121;20;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.116.134;58;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.116.137;49;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.118.10;51;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.141.41;46;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.141.42;47;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.149.160;39;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.149.227;18;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.156.52;41;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.159.231;17;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.161.77;24;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.161.233;43;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.169.104;36;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.184.247;19;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.190.146;31;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.193.143;45;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.193.229;52;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.201.91;55;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.243.50;49;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.188.252.43;54;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.22.79;47;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.93.0;25;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.102.70;29;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.119.91;51;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.159.226;55;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.159.230;59;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.171.20;56;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.183.146;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.184.202;22;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.210.29;21;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.228.164;44;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.234.144;30;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.189.252.225;32;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.9.80;53;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.58.28;39;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.73.49;38;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.128.98;18;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.129.136;20;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.144.3;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.159.130;53;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.166.54;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.189.220;39;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.224.4;25;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.190.229.133;20;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.191.35.18;53;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.191.59.106;53;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.192.157.4;22;Uninet S.A. de C.V.
187.199.205.215;25;Uninet S.A. de C.V.
187.206.10.58;22;Uninet S.A. de C.V.
187.206.92.43;16;Uninet S.A. de C.V.
187.207.133.183;36;Uninet S.A. de C.V.
187.209.194.39;19;
187.210.134.50;58;Uninet S.A. de C.V.
187.211.38.184;45;Uninet S.A. de C.V.
187.212.125.31;15;Uninet S.A. de C.V.
187.212.143.129;18;Uninet S.A. de C.V.
187.216.61.215;24;Uninet S.A. de C.V.
187.216.223.19;38;Uninet S.A. de C.V.
187.217.96.35;58;Uninet S.A. de C.V.
187.217.101.225;37;Uninet S.A. de C.V.
187.217.137.50;40;Uninet S.A. de C.V.
187.217.138.180;29;Uninet S.A. de C.V.
187.218.18.240;40;Uninet S.A. de C.V.
187.226.67.236;25;Uninet S.A. de C.V.
187.226.94.107;25;Uninet S.A. de C.V.
187.232.109.51;17;Uninet S.A. de C.V.
187.233.83.1;18;Uninet S.A. de C.V.
187.235.0.28;44;Uninet S.A. de C.V.
187.237.75.226;58;Uninet S.A. de C.V.
187.237.121.34;46;Uninet S.A. de C.V.
187.237.168.178;42;Uninet S.A. de C.V.
187.243.247.98;43;Mega Cable, S.A. de C.V.
187.245.204.202;47;
187.245.206.100;30;
187.250.29.74;35;Uninet S.A. de C.V.
187.250.195.22;52;Telefonos del Noroeste, S.A. de C.V.
187.250.195.26;24;Telefonos del Noroeste, S.A. de C.V.
187.251.18.12;55;TRANSTELCO-INC
187.251.107.249;41;
187.251.108.69;37;
187.251.110.133;34;
187.251.113.62;22;
187.251.117.152;36;TOTAL PLAY TELECOMUNICACIONES SA DE CV
187.251.120.30;48;
187.251.206.197;46;
187.251.210.133;49;
187.251.242.51;16;
187.251.245.104;26;
187.251.246.55;15;
187.251.246.72;46;
187.251.246.137;31;
187.251.246.143;52;
187.252.19.102;31;Cablemas Telecomunicaciones SA de CV
188.0.131.71;21;Jusan Mobile JSC
188.0.134.50;18;Jusan Mobile JSC
188.0.135.76;49;Jusan Mobile JSC
188.0.138.178;54;Jusan Mobile JSC
188.0.166.145;33;CJSC Vainah Telecom
188.2.151.99;52;Serbia BroadBand-Srpske Kablovske mreze d.o.o.
188.2.250.230;39;Serbia BroadBand-Srpske Kablovske mreze d.o.o.
188.9.227.161;30;Telecom Italia
188.9.227.163;24;Telecom Italia
188.11.168.241;33;Telecom Italia
188.12.223.13;56;Telecom Italia
188.13.85.118;45;Telecom Italia
188.15.109.168;56;Telecom Italia
188.16.168.138;53;Rostelecom
188.17.159.138;25;Rostelecom
188.18.10.119;30;Rostelecom
188.18.53.247;48;Rostelecom
188.18.55.52;24;Rostelecom
188.19.72.250;59;Rostelecom
188.19.73.174;21;Rostelecom
188.19.76.134;24;Rostelecom
188.19.116.202;15;Rostelecom
188.43.12.65;15;Joint Stock Company TransTeleCom
188.43.25.233;54;Joint Stock Company TransTeleCom
188.43.31.11;16;Joint Stock Company TransTeleCom
188.43.193.125;51;Joint Stock Company TransTeleCom
188.43.194.29;59;Joint Stock Company TransTeleCom
188.43.203.13;44;Joint Stock Company TransTeleCom
188.43.231.93;37;Joint Stock Company TransTeleCom
188.43.239.187;30;Joint Stock Company TransTeleCom
188.43.245.209;51;Joint Stock Company TransTeleCom
188.64.133.189;25;OOO Alfacom
188.64.216.60;21;LLC Technodesign-Telecom
188.68.80.22;23;
188.70.44.11;33;National Mobile Telecommunications Company
188.70.51.190;49;National Mobile Telecommunications Company
188.71.243.3;15;National Mobile Telecommunications Company
188.72.6.222;50;AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.
188.75.85.2;20;Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
188.85.163.20;26;Vodafone Spain
188.85.163.23;55;Vodafone Spain
188.92.79.120;57;Sia Nano IT
188.93.133.213;18;Joint Stock Company TransTeleCom
188.93.242.244;17;Smart Telecom Limited
188.94.172.170;22;PJSC MegaFon
188.113.135.223;48;Sakhalin Cable Telesystems Ltd
188.113.139.36;46;Sakhalin Cable Telesystems Ltd
188.113.158.24;52;Sakhalin Cable Telesystems Ltd
188.113.159.185;41;Sakhalin Cable Telesystems Ltd
188.119.66.107;56;OOO Flynet
188.119.66.112;54;OOO Flynet
188.127.37.23;31;Jusan Mobile JSC
188.128.67.108;20;Rostelecom
188.128.81.202;31;Rostelecom
188.128.83.202;22;Rostelecom
188.128.87.147;32;Rostelecom
188.130.252.4;23;MAU Center of information technologies
188.135.62.161;16;Omani Qatari Telecommunications Company SAOC
188.136.154.178;35;Ariana Gostar Spadana (PJSC)
188.136.165.189;21;Ariana Gostar Spadana (PJSC)
188.138.225.60;15;StarNet Solutii SRL
188.153.24.106;53;Vodafone Italia S.p.A.
188.162.167.196;18;PJSC MegaFon
188.162.235.163;39;PJSC MegaFon
188.163.4.220;25;Kyivstar PJSC
188.163.8.36;19;Kyivstar PJSC
188.163.10.122;51;Kyivstar PJSC
188.163.35.250;45;Kyivstar PJSC
188.163.82.209;16;Kyivstar PJSC
188.163.109.205;35;Kyivstar PJSC
188.163.116.87;15;Kyivstar PJSC
188.163.176.122;51;Kyivstar PJSC
188.163.176.142;29;Kyivstar PJSC
188.163.176.158;19;Kyivstar PJSC
188.163.176.166;52;Kyivstar PJSC
188.163.176.170;49;Kyivstar PJSC
188.163.177.158;31;Kyivstar PJSC
188.163.177.186;15;Kyivstar PJSC
188.163.177.190;28;Kyivstar PJSC
188.163.177.222;51;Kyivstar PJSC
188.163.177.234;53;Kyivstar PJSC
188.165.55.112;46;OVH SAS
188.166.87.67;51;DIGITALOCEAN-ASN
188.168.8.135;22;Limited Liability Company TTK-Svyaz
188.168.24.248;24;Limited Liability Company TTK-Svyaz
188.169.87.101;21;JSC Silknet
188.170.11.233;44;PJSC MegaFon
188.170.18.82;20;PJSC MegaFon
188.170.53.175;48;PJSC MegaFon
188.170.217.48;23;PJSC MegaFon
188.170.217.49;37;PJSC MegaFon
188.170.228.74;21;PJSC MegaFon
188.170.236.10;43;PJSC MegaFon
188.187.54.218;53;JSC ER-Telecom Holding
188.191.17.224;49;CrimeaCom South LLC
188.191.24.172;44;CrimeaCom South LLC
188.191.235.233;15;Buknet LLC
188.211.173.146;18;Fiber Operator B.V.
188.234.151.86;43;JSC ER-Telecom Holding
188.237.90.201;52;Moldtelecom SA
188.239.211.116;29;Satellite Net Service LLC
188.244.26.232;17;StarNet Solutii SRL
188.244.154.77;33;Limited Liability Company TTK-Svyaz
188.247.34.226;37;JSC RDE Unico
188.247.70.114;30;Linkdotnet-Jordan
188.247.91.146;44;Linkdotnet-Jordan
188.247.115.216;28;Private Joint Stock Company datagroup
188.250.155.204;51;Servicos De Comunicacoes E Multimedia S.A.
188.254.48.170;44;Rostelecom
188.254.50.86;53;Rostelecom
188.254.109.202;50;Rostelecom
188.255.123.6;33;Rostelecom
188.255.123.11;38;Rostelecom
188.255.123.72;50;Rostelecom
188.255.123.156;21;Rostelecom
189.0.88.193;30;TELEFONICA BRASIL S.A
189.1.106.130;43;GRUPO REDES
189.1.132.82;55;Predlink Rede de Telecomuniccoes Ltda
189.1.180.165;19;NETWORK TELECOMUNICACOES S.A.
189.4.78.84;41;CLARO S.A.
189.7.139.45;29;CLARO S.A.
189.8.81.34;40;America-NET Ltda.
189.10.163.10;39;Brasil Telecom SA - Filial Distrito Federal
189.15.3.240;43;ALGAR TELECOM SA
189.19.28.221;33;TELEFONICA BRASIL S.A
189.22.232.50;15;CLARO S.A.
189.23.19.202;47;CLARO S.A.
189.26.255.79;16;TELEFONICA BRASIL S.A
189.28.191.162;52;ENGEPLUS INFORMATICA LTDA
189.39.57.253;46;ALGAR TELECOM SA
189.40.184.23;49;TIM SA
189.43.71.66;53;CLARO S.A.
189.43.106.74;41;CLARO S.A.
189.43.247.130;24;CLARO S.A.
189.44.20.149;18;TELEFONICA BRASIL S.A
189.44.90.250;56;TELEFONICA BRASIL S.A
189.44.168.34;37;TELEFONICA BRASIL S.A
189.45.207.132;16;Unifique Telecomunicacoes SA
189.50.138.12;57;IFTNET Telecomunicacoes Ltda
189.52.18.222;30;CLARO S.A.
189.52.26.242;48;CLARO S.A.
189.52.122.78;31;CLARO S.A.
189.52.149.134;18;CLARO S.A.
189.56.91.170;45;TELEFONICA BRASIL S.A
189.56.164.97;41;TELEFONICA BRASIL S.A
189.57.11.24;48;TELEFONICA BRASIL S.A
189.57.114.67;17;TELEFONICA BRASIL S.A
189.57.114.186;31;TELEFONICA BRASIL S.A
189.57.159.90;21;TELEFONICA BRASIL S.A
189.57.167.186;24;TELEFONICA BRASIL S.A
189.59.94.124;44;TELEFONICA BRASIL S.A
189.69.244.90;20;TELEFONICA BRASIL S.A
189.74.253.2;49;Brasil Telecom SA - Filial Distrito Federal
189.76.73.15;58;Vegas Telecom Informatica Ltda.
189.79.25.52;19;TELEFONICA BRASIL S.A
189.80.32.131;45;Telemar Norte Leste S.A.
189.80.44.147;44;Telemar Norte Leste S.A.
189.80.88.131;31;Telemar Norte Leste S.A.
189.84.89.248;35;Marinter Telecom Ltda.
189.86.227.10;53;CLARO S.A.
189.89.133.166;53;ITS TELECOMUNICACOES LTDA
189.89.155.68;58;ITS TELECOMUNICACOES LTDA
189.90.58.210;23;Unifique Telecomunicacoes SA
189.90.59.142;38;Unifique Telecomunicacoes SA
189.90.114.20;28;Brasilnet Telecomunicacoes Ltda ME
189.90.134.63;35;Com4 Data Center Eireli
189.108.30.163;29;TELEFONICA BRASIL S.A
189.108.39.74;24;TELEFONICA BRASIL S.A
189.108.166.250;58;TELEFONICA BRASIL S.A
189.112.5.113;18;ALGAR TELECOM SA
189.112.5.117;50;ALGAR TELECOM SA
189.112.5.119;36;ALGAR TELECOM SA
189.112.5.120;39;ALGAR TELECOM SA
189.112.5.122;15;ALGAR TELECOM SA
189.112.137.73;37;ALGAR TELECOM SA
189.112.158.213;54;ALGAR TELECOM SA
189.113.129.98;26;TELECALL TELECOMUNICACOES
189.113.139.50;30;TELECALL TELECOMUNICACOES
189.124.186.109;31;CABO SERVICOS DE TELECOMUNICACOES LTDA
189.129.112.50;20;Uninet S.A. de C.V.
189.144.22.121;19;Uninet S.A. de C.V.
189.147.69.137;29;Uninet S.A. de C.V.
189.147.71.70;22;Uninet S.A. de C.V.
189.154.42.113;26;Uninet S.A. de C.V.
189.154.75.233;15;Uninet S.A. de C.V.
189.155.42.64;30;Uninet S.A. de C.V.
189.156.184.249;16;Uninet S.A. de C.V.
189.158.112.60;21;Uninet S.A. de C.V.
189.159.7.101;23;Uninet S.A. de C.V.
189.166.195.57;23;Uninet S.A. de C.V.
189.167.33.135;26;Uninet S.A. de C.V.
189.173.55.215;27;Uninet S.A. de C.V.
189.173.67.160;21;Uninet S.A. de C.V.
189.173.72.98;16;Uninet S.A. de C.V.
189.173.113.223;27;Uninet S.A. de C.V.
189.186.112.138;25;Uninet S.A. de C.V.
189.189.174.217;21;Uninet S.A. de C.V.
189.192.220.58;33;Mega Cable, S.A. de C.V.
189.193.228.150;44;Mega Cable, S.A. de C.V.
189.195.162.6;23;Mega Cable, S.A. de C.V.
189.195.179.37;33;Mega Cable, S.A. de C.V.
189.196.23.10;58;
189.197.191.214;55;Mega Cable, S.A. de C.V.
189.198.134.146;15;Mega Cable, S.A. de C.V.
189.198.199.90;18;Mega Cable, S.A. de C.V.
189.199.226.114;52;
189.201.236.19;15;GIGASAT SERVICOS DE PROCESSAMENTOS DE DADOS LTDA
189.202.249.245;52;Operbes, S.A. de C.V.
189.203.76.178;37;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.85.215;26;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.160.74;45;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.172.114;49;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.174.194;48;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.178.180;58;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.197.126;46;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.201.2;29;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.201.22;42;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.201.26;49;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.208.98;45;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.212.34;58;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.212.46;58;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.233.194;22;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.233.206;58;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.203.240.2;15;TOTAL PLAY TELECOMUNICACIONES SA DE CV
189.204.156.242;25;Operbes, S.A. de C.V.
189.204.171.150;24;Operbes, S.A. de C.V.
189.204.218.178;54;Operbes, S.A. de C.V.
189.204.231.210;38;Operbes, S.A. de C.V.
189.204.241.42;30;Operbes, S.A. de C.V.
189.204.246.215;34;Operbes, S.A. de C.V.
189.204.246.217;44;Operbes, S.A. de C.V.
189.206.163.22;28;Alestra, S. de R.L. de C.V.
189.207.59.216;36;Axtel, S.A.B. de C.V.
189.211.111.170;45;Axtel, S.A.B. de C.V.
189.216.41.232;41;Cablevision, S.A. de C.V.
189.216.183.71;18;Cablevision, S.A. de C.V.
189.218.8.55;33;Television Internacional, S.A. de C.V.
189.218.8.195;15;Television Internacional, S.A. de C.V.
189.223.253.1;58;Telefonos del Noroeste, S.A. de C.V.
189.230.123.44;34;Uninet S.A. de C.V.
189.231.0.119;17;Uninet S.A. de C.V.
189.231.11.37;19;Uninet S.A. de C.V.
189.232.164.9;17;Uninet S.A. de C.V.
189.237.0.76;19;Uninet S.A. de C.V.
189.239.62.191;15;Uninet S.A. de C.V.
189.239.114.144;23;Uninet S.A. de C.V.
189.240.36.130;36;Uninet S.A. de C.V.
189.240.57.114;47;Uninet S.A. de C.V.
189.240.58.174;44;Uninet S.A. de C.V.
189.240.125.149;19;Uninet S.A. de C.V.
189.240.127.90;58;Uninet S.A. de C.V.
189.240.192.226;32;Uninet S.A. de C.V.
189.240.236.56;49;Uninet S.A. de C.V.
189.240.254.187;36;Uninet S.A. de C.V.
189.241.239.168;32;Uninet S.A. de C.V.
189.243.43.225;48;Uninet S.A. de C.V.
189.243.205.53;22;Uninet S.A. de C.V.
189.243.205.118;40;Uninet S.A. de C.V.
189.244.83.69;43;Uninet S.A. de C.V.
189.251.194.58;17;Uninet S.A. de C.V.
189.254.4.147;41;Uninet S.A. de C.V.
189.254.12.130;32;Uninet S.A. de C.V.
189.254.22.162;34;Uninet S.A. de C.V.
189.254.41.177;38;Uninet S.A. de C.V.
189.254.140.210;28;Uninet S.A. de C.V.
189.254.141.50;44;Uninet S.A. de C.V.
189.254.148.94;52;Uninet S.A. de C.V.
189.254.158.197;58;Uninet S.A. de C.V.
189.254.177.210;51;Uninet S.A. de C.V.
189.254.230.170;19;Centro de Investigacion y de EstudiosAvanzados del
189.254.230.214;31;Centro de Investigacion y de EstudiosAvanzados del
189.254.252.145;38;Centro de Investigacion y de EstudiosAvanzados del
189.254.255.2;51;Centro de Investigacion y de EstudiosAvanzados del
189.254.255.66;41;Centro de Investigacion y de EstudiosAvanzados del
190.0.28.219;22;EPM Telecomunicaciones S.A. E.S.P.
190.0.63.154;20;EPM Telecomunicaciones S.A. E.S.P.
190.0.242.210;51;Media Commerce Partners S.A
190.3.67.114;59;AMX Argentina S.A.
190.4.18.35;50;METRORED S.A. DE C.V.
190.4.54.178;22;METRORED S.A. DE C.V.
